Gene,Pathway Z-Score
H2-M3,3.0133232544742348
H2-M2,3.0133232544742348
H2-M1,3.0133232544742348
H2-L,3.0133232544742348
H2-K1,3.0133232544742348
Gata3,3.0133232544742348
Tnfsf13b,1.4703889568408515
P01896,3.0133232544742348
Paxip1,3.0133232544742348
Cd40,3.0133232544742348
Cd4,1.4703889568408515
Cd28,3.0133232544742348
Cd24a,3.0133232544742348
Xcl1,3.0133232544742348
Il12rb1,1.4703889568408515
Tnfsf4,3.0133232544742348
Il2,3.0133232544742348
Il1r1,3.0133232544742348
Il1b,3.0133232544742348
Il12b,3.0133232544742348
Il12a,3.0133232544742348
Igh-8,3.0133232544742348
Igh-7,3.0133232544742348
Ighg1,3.0133232544742348
Ighg2b,3.0133232544742348
Ighg2a,3.0133232544742348
Mr1,3.0133232544742348
Fadd,3.0133232544742348
H2-M11,3.0133232544742348
Cd81,3.0133232544742348
Slamf1,3.0133232544742348
Tnfsfm13,3.0133232544742348
Tfrc,3.0133232544742348
Nsd2,3.0133232544742348
H2-M9,3.0133232544742348
H2-M10.4,3.0133232544742348
H2-M10.1,3.0133232544742348
Exosc3,3.0133232544742348
Foxp3,3.0133232544742348
Nectin2,3.0133232544742348
Ptprc,3.0133232544742348
Rif1,3.0133232544742348
Mad2l2,3.0133232544742348
Kcnh1,3.0133232544742348
Gnao1,3.0133232544742348
Kcnh3,3.0133232544742348
Kcnh2,3.0133232544742348
Csde1,3.0133232544742348
Gtpbp2,3.0133232544742348
Pelo,3.0133232544742348
Cnot6,3.0133232544742348
Drd4,3.0133232544742348
Drd3,3.0133232544742348
Drd2,3.0133232544742348
Card9,1.213233240568621
Gm11127,2.756167538202004
H2-T24,2.756167538202004
6030468B19Rik,2.756167538202004
H2-Ab1,1.213233240568621
Fcgr3,2.756167538202004
Pycard,0.9560775242963904
H2-D1,2.756167538202004
Slc22a13,2.756167538202004
Clcf1,2.756167538202004
Cd1d2,2.756167538202004
Cd1d1,2.756167538202004
Fcer2a,2.756167538202004
C3,2.756167538202004
Btk,2.756167538202004
B2m,2.756167538202004
Eif2ak4,0.9560775242963904
Trp53bp1,2.756167538202004
Atad5,2.756167538202004
Hmces,2.756167538202004
Fcer1a,2.756167538202004
Fcer1g,2.756167538202004
Fcgr1,2.756167538202004
Trem2,2.756167538202004
Azgp1,2.756167538202004
Nfkbid,1.727544673113082
Pla2g4a,1.213233240568621
Mir326,1.727544673113082
Nod2,2.756167538202004
Gm8909,2.756167538202004
Tgfb1,2.756167538202004
Ccr2,2.241856105657543
H2-M10.2,2.756167538202004
Tap2,2.756167538202004
Arid5a,2.756167538202004
Pagr1a,2.756167538202004
H2-M5,2.756167538202004
Stat6,2.756167538202004
Tnf,2.756167538202004
Lta,2.756167538202004
Kmt5c,2.756167538202004
H2-Bl,2.756167538202004
Hspd1,2.756167538202004
Nlrp10,1.213233240568621
Slc11a1,1.213233240568621
Exosc6,2.756167538202004
Il27ra,1.9847003893853126
Ifng,2.756167538202004
Cd226,2.756167538202004
Il18,2.756167538202004
Prkcz,2.756167538202004
Skap1,0.9560775242963904
Kmt5b,2.756167538202004
Il6,2.756167538202004
Il4,2.756167538202004
Shld2,2.756167538202004
Rsad2,2.756167538202004
Tnfrsf13c,1.213233240568621
Dennd1b,2.756167538202004
Gm7030,2.756167538202004
Mif,1.4703889568408515
Il23a,2.756167538202004
Pms2,2.756167538202004
Ada,1.213233240568621
H2-M10.6,2.756167538202004
Tnfsf13,2.756167538202004
Pnp,2.756167538202004
Hpx,2.756167538202004
Nlrp3,2.756167538202004
Prkcq,1.213233240568621
Mlh1,2.756167538202004
H2-M10.5,2.756167538202004
Cd274,1.213233240568621
Fzd5,2.756167538202004
Traf2,2.756167538202004
Msh2,2.756167538202004
Il23r,1.213233240568621
Zbtb1,2.756167538202004
Traf6,2.756167538202004
Hspa8,2.756167538202004
Il18r1,2.756167538202004
Ripk2,1.727544673113082
P2rx7,2.756167538202004
Clec4n,1.213233240568621
Shld1,2.756167538202004
Cyrib,2.756167538202004
H2-Q8,2.756167538202004
Malt1,2.756167538202004
Stx7,2.756167538202004
Mir301,1.4703889568408515
Tbx21,2.756167538202004
Shld3,2.756167538202004
H2-M10.3,2.756167538202004
Zp3,2.756167538202004
Sirt1,1.4703889568408515
Sash3,2.756167538202004
Nfkbiz,1.727544673113082
H2-T3,2.756167538202004
H2-T23,2.756167538202004
H2-T22,2.756167538202004
H2-T10,2.756167538202004
H2-Q9,2.756167538202004
H2-Q7,2.756167538202004
H2-Q6,2.756167538202004
H2-Q4,2.756167538202004
H2-Q2,2.756167538202004
H2-Q10,2.756167538202004
H2-Q1,2.756167538202004
H2-DMa,1.213233240568621
H2-M3,2.756167538202004
H2-M2,2.756167538202004
H2-M1,2.756167538202004
H2-L,2.756167538202004
H2-K1,2.756167538202004
Gata3,2.756167538202004
Tnfsf13b,1.213233240568621
P01896,2.756167538202004
Paxip1,2.756167538202004
Cd44,0.9560775242963904
Cd40,2.756167538202004
Cd4,1.213233240568621
Cd28,2.756167538202004
Cd24a,2.756167538202004
Xcl1,2.756167538202004
Il12rb1,1.213233240568621
Tnfsf4,2.756167538202004
Il2,2.756167538202004
Il1r1,2.756167538202004
Il1b,2.756167538202004
Il12b,2.756167538202004
Il12a,2.756167538202004
Cd74,1.4703889568408515
Igh-8,2.756167538202004
Igh-7,2.756167538202004
Ighg1,2.756167538202004
Ighg2b,2.756167538202004
Ighg2a,2.756167538202004
Mr1,2.756167538202004
Fadd,2.756167538202004
H2-M11,2.756167538202004
Cd81,2.756167538202004
Slamf1,2.756167538202004
Tnfsfm13,2.756167538202004
Tfrc,2.756167538202004
Nsd2,2.756167538202004
H2-M9,2.756167538202004
H2-M10.4,2.756167538202004
H2-M10.1,2.756167538202004
Exosc3,2.756167538202004
Foxp3,2.756167538202004
Nectin2,2.756167538202004
Ptprc,2.756167538202004
Rif1,2.756167538202004
Mad2l2,2.756167538202004
Kcnh1,2.756167538202004
Gnao1,2.756167538202004
Kcnh3,2.756167538202004
Kcnh2,2.756167538202004
Csde1,2.756167538202004
Gtpbp2,2.756167538202004
Pelo,2.756167538202004
Cnot6,2.756167538202004
Drd4,2.756167538202004
Drd3,2.756167538202004
Drd2,2.756167538202004
Gm11127,2.4990118219297734
Crtam,1.9847003893853126
H2-T24,2.4990118219297734
6030468B19Rik,2.4990118219297734
Fcgr3,2.4990118219297734
H2-D1,2.4990118219297734
Slc22a13,2.4990118219297734
Clcf1,2.4990118219297734
Cd1d2,2.4990118219297734
Cd1d1,2.4990118219297734
Lag3,1.9847003893853126
Fcer2a,2.4990118219297734
C3,2.4990118219297734
Btk,2.4990118219297734
B2m,2.4990118219297734
Trp53bp1,2.4990118219297734
Atad5,2.4990118219297734
Sh2d1b1,1.9847003893853126
Hmces,2.4990118219297734
Vav1,1.9847003893853126
Fcer1a,2.4990118219297734
Fcer1g,2.4990118219297734
Fcgr1,2.4990118219297734
Trem2,2.4990118219297734
Azgp1,2.4990118219297734
Cadm1,1.9847003893853126
Nod2,2.4990118219297734
Raet1b,1.9847003893853126
Gm8909,2.4990118219297734
Tgfb1,2.4990118219297734
H2-M10.2,2.4990118219297734
Tap2,2.4990118219297734
Arid5a,2.4990118219297734
Pagr1a,2.4990118219297734
H2-M5,2.4990118219297734
Stat6,2.4990118219297734
Stat5b,1.9847003893853126
Stat5a,1.9847003893853126
Sh2d1a,1.9847003893853126
Tnf,2.4990118219297734
Lta,2.4990118219297734
Kmt5c,2.4990118219297734
Ulbp1,1.9847003893853126
H2-Bl,2.4990118219297734
Hspd1,2.4990118219297734
Exosc6,2.4990118219297734
Ifng,2.4990118219297734
Klrb1c,1.9847003893853126
Cd226,2.4990118219297734
Il18,2.4990118219297734
Prkcz,2.4990118219297734
Kmt5b,2.4990118219297734
Il6,2.4990118219297734
Il4,2.4990118219297734
Shld2,2.4990118219297734
Rsad2,2.4990118219297734
Il18rap,1.9847003893853126
Cd160,2.241856105657543
Dennd1b,2.4990118219297734
Gm7030,2.4990118219297734
Il23a,2.4990118219297734
Il21,1.9847003893853126
Pms2,2.4990118219297734
H2-M10.6,2.4990118219297734
Tnfsf13,2.4990118219297734
Pnp,2.4990118219297734
Hpx,2.4990118219297734
Nlrp3,2.4990118219297734
Mlh1,2.4990118219297734
H2-M10.5,2.4990118219297734
Ap1g1,1.9847003893853126
Fzd5,2.4990118219297734
Traf2,2.4990118219297734
Msh2,2.4990118219297734
Zbtb1,2.4990118219297734
Traf6,2.4990118219297734
Hspa8,2.4990118219297734
Il18r1,2.4990118219297734
P2rx7,2.4990118219297734
Slamf6,1.9847003893853126
Shld1,2.4990118219297734
Cyrib,2.4990118219297734
H2-Q8,2.4990118219297734
Malt1,2.4990118219297734
Sh2d1b2,1.9847003893853126
Stx7,2.4990118219297734
Tbx21,2.4990118219297734
Shld3,2.4990118219297734
H2-M10.3,2.4990118219297734
Zp3,2.4990118219297734
Sash3,2.4990118219297734
Klrd1,2.4990118219297734
Klrk1,1.9847003893853126
H2-T3,2.4990118219297734
H2-T23,2.4990118219297734
H2-T22,2.4990118219297734
H2-T10,2.4990118219297734
H2-Q9,2.4990118219297734
H2-Q7,2.4990118219297734
H2-Q6,2.4990118219297734
H2-Q4,2.4990118219297734
H2-Q2,2.4990118219297734
H2-Q10,2.4990118219297734
H2-Q1,2.4990118219297734
H2-M3,2.4990118219297734
H2-M2,2.4990118219297734
H2-M1,2.4990118219297734
H2-L,2.4990118219297734
H2-K1,2.4990118219297734
Gata3,2.4990118219297734
P01896,2.4990118219297734
Paxip1,2.4990118219297734
H60a,1.9847003893853126
Cd40,2.4990118219297734
Cd28,2.4990118219297734
Cd24a,2.4990118219297734
Xcl1,2.4990118219297734
Tnfsf4,2.4990118219297734
Il2,2.4990118219297734
Il1r1,2.4990118219297734
Il1b,2.4990118219297734
Il12b,2.4990118219297734
Il12a,2.4990118219297734
Igh-8,2.4990118219297734
Igh-7,2.4990118219297734
Ighg1,2.4990118219297734
Ighg2b,2.4990118219297734
Ighg2a,2.4990118219297734
Mr1,2.4990118219297734
Fadd,2.4990118219297734
H2-M11,2.4990118219297734
Cd81,2.4990118219297734
Slamf1,2.4990118219297734
Tnfsfm13,2.4990118219297734
Tfrc,2.4990118219297734
Nsd2,2.4990118219297734
H2-M9,2.4990118219297734
H2-M10.4,2.4990118219297734
H2-M10.1,2.4990118219297734
Exosc3,2.4990118219297734
Foxp3,2.4990118219297734
Nectin2,2.4990118219297734
Ptprc,2.4990118219297734
Rif1,2.4990118219297734
Mad2l2,2.4990118219297734
Lamp1,1.9847003893853126
Rasgrp1,1.9847003893853126
Clnk,1.9847003893853126
Klre1,1.9847003893853126
Kcnh1,2.4990118219297734
Gnao1,2.4990118219297734
Kcnh3,2.4990118219297734
Kcnh2,2.4990118219297734
Csde1,2.4990118219297734
Gtpbp2,2.4990118219297734
Pelo,2.4990118219297734
Cnot6,2.4990118219297734
Drd4,2.4990118219297734
Drd3,2.4990118219297734
Drd2,2.4990118219297734
Gm11127,2.241856105657543
Crtam,1.727544673113082
H2-T24,2.241856105657543
6030468B19Rik,2.241856105657543
Fcgr3,2.241856105657543
H2-D1,2.241856105657543
Slc22a13,2.241856105657543
Clcf1,2.241856105657543
Cd1d2,2.241856105657543
Cd1d1,2.241856105657543
Lag3,1.727544673113082
Fcer2a,2.241856105657543
C3,2.241856105657543
Btk,2.241856105657543
B2m,2.241856105657543
Trp53bp1,2.241856105657543
Atad5,2.241856105657543
Ddx58,1.213233240568621
Sh2d1b1,1.727544673113082
Hmces,2.241856105657543
Vav1,1.727544673113082
Fcer1a,2.241856105657543
Fcer1g,2.241856105657543
Fcgr1,2.241856105657543
Trem2,2.241856105657543
Azgp1,2.241856105657543
Cadm1,1.727544673113082
Nod2,2.241856105657543
Raet1b,1.727544673113082
Gm8909,2.241856105657543
Tgfb1,2.241856105657543
H2-M10.2,2.241856105657543
Tap2,2.241856105657543
Arid5a,2.241856105657543
Pagr1a,2.241856105657543
H2-M5,2.241856105657543
Arg1,2.241856105657543
Stat6,2.241856105657543
Stat5b,1.727544673113082
Stat5a,1.727544673113082
Spi1,1.4703889568408515
Ccl2,0.9560775242963904
Stx4a,1.4703889568408515
Sh2d1a,1.727544673113082
Tnf,2.241856105657543
Lta,2.241856105657543
Kmt5c,2.241856105657543
Ulbp1,1.727544673113082
Ticam1,0.9560775242963904
H2-Bl,2.241856105657543
Hspd1,2.241856105657543
Exosc6,2.241856105657543
Ifng,2.241856105657543
Klrb1c,1.727544673113082
Cd226,2.241856105657543
Il18,2.241856105657543
Prkcz,2.241856105657543
Kmt5b,2.241856105657543
Kit,1.213233240568621
Itgb2,1.4703889568408515
Itgam,1.4703889568408515
Il6,2.241856105657543
Il4,2.241856105657543
Shld2,2.241856105657543
Rsad2,2.241856105657543
Il18rap,1.727544673113082
Cd160,1.9847003893853126
Dennd1b,2.241856105657543
Gm7030,2.241856105657543
Scimp,0.6989218080241599
Mavs,1.4703889568408515
Il23a,2.241856105657543
Il21,1.727544673113082
Pms2,2.241856105657543
H2-M10.6,2.241856105657543
Tnfsf13,2.241856105657543
Pnp,2.241856105657543
Pomc,1.4703889568408515
Hpx,2.241856105657543
Nlrp3,2.241856105657543
Mlh1,2.241856105657543
H2-M10.5,2.241856105657543
Ap1g1,1.727544673113082
F2rl1,1.4703889568408515
Fzd5,2.241856105657543
Traf2,2.241856105657543
Msh2,2.241856105657543
Cd177,1.4703889568408515
Zbtb1,2.241856105657543
Stap1,1.4703889568408515
Ddx1,0.9560775242963904
Traf6,2.241856105657543
Hspa8,2.241856105657543
Il18r1,2.241856105657543
P2rx7,2.241856105657543
Tyrobp,1.4703889568408515
Slamf6,1.727544673113082
Shld1,2.241856105657543
Cyrib,2.241856105657543
H2-Q8,2.241856105657543
Malt1,2.241856105657543
Sh2d1b2,1.727544673113082
Stx7,2.241856105657543
Tbx21,2.241856105657543
Lypd10,1.4703889568408515
Shld3,2.241856105657543
H2-M10.3,2.241856105657543
Zp3,2.241856105657543
Sash3,2.241856105657543
Klrd1,2.241856105657543
Klrk1,1.727544673113082
H2-T3,2.241856105657543
H2-T23,2.241856105657543
H2-T22,2.241856105657543
H2-T10,2.241856105657543
H2-Q9,2.241856105657543
H2-Q7,2.241856105657543
H2-Q6,2.241856105657543
H2-Q4,2.241856105657543
H2-Q2,2.241856105657543
H2-Q10,2.241856105657543
H2-Q1,2.241856105657543
H2-M3,2.241856105657543
H2-M2,2.241856105657543
H2-M1,2.241856105657543
H2-L,2.241856105657543
H2-K1,2.241856105657543
Lypd11,1.4703889568408515
Ddx21,0.9560775242963904
Gata3,2.241856105657543
P01896,2.241856105657543
Paxip1,2.241856105657543
H60a,1.727544673113082
Cd40,2.241856105657543
Ptafr,1.4703889568408515
Cd28,2.241856105657543
Cd24a,2.241856105657543
Xcl1,2.241856105657543
Tnfsf4,2.241856105657543
Il2,2.241856105657543
Il1r1,2.241856105657543
Il1b,2.241856105657543
Il12b,2.241856105657543
Il12a,2.241856105657543
Igh-8,2.241856105657543
Igh-7,2.241856105657543
Ighg1,2.241856105657543
Ighg2b,2.241856105657543
Ighg2a,2.241856105657543
Mr1,2.241856105657543
Fadd,2.241856105657543
H2-M11,2.241856105657543
Cd81,2.241856105657543
Slamf1,2.241856105657543
Tnfsfm13,2.241856105657543
Tfrc,2.241856105657543
Nsd2,2.241856105657543
H2-M9,2.241856105657543
H2-M10.4,2.241856105657543
H2-M10.1,2.241856105657543
Cxcl1,1.4703889568408515
Dhx36,0.9560775242963904
Exosc3,2.241856105657543
Foxp3,2.241856105657543
Nectin2,2.241856105657543
Ptprc,2.241856105657543
Rif1,2.241856105657543
Mad2l2,2.241856105657543
Lamp1,1.727544673113082
Rasgrp1,1.727544673113082
Clnk,1.727544673113082
Klre1,1.727544673113082
Kcnh1,2.241856105657543
Gnao1,2.241856105657543
Kcnh3,2.241856105657543
Kcnh2,2.241856105657543
Csde1,2.241856105657543
Gtpbp2,2.241856105657543
Pelo,2.241856105657543
Cnot6,2.241856105657543
Drd4,2.241856105657543
Drd3,2.241856105657543
Drd2,2.241856105657543
Card9,0.9560775242963904
Gm11127,1.9847003893853126
Rc3h1,1.213233240568621
H2-T24,1.9847003893853126
Il4i1,1.4703889568408515
Spn,1.727544673113082
6030468B19Rik,1.9847003893853126
H2-Ab1,0.9560775242963904
Ccr7,1.4703889568408515
Fcgr3,1.9847003893853126
H2-D1,1.9847003893853126
Slc22a13,1.9847003893853126
Clcf1,1.9847003893853126
Fut7,1.213233240568621
Cd1d2,1.9847003893853126
Cd1d1,1.9847003893853126
Jak3,1.213233240568621
Fcer2a,1.9847003893853126
C4bp,1.727544673113082
C3,1.9847003893853126
Btk,1.9847003893853126
Il1rl1,0.6989218080241599
B2m,1.9847003893853126
Trp53bp1,1.9847003893853126
Atad5,1.9847003893853126
Hfe,1.213233240568621
Dpp4,1.4703889568408515
Il27,0.6989218080241599
Hmces,1.9847003893853126
Fcer1a,1.9847003893853126
Fcer1g,1.9847003893853126
Fcgr1,1.9847003893853126
Fcgr2b,1.727544673113082
Trem2,1.9847003893853126
Azgp1,1.9847003893853126
Nfkbid,1.4703889568408515
Pla2g4a,0.9560775242963904
Mir326,1.4703889568408515
Zbtb7b,0.9560775242963904
Nod2,1.9847003893853126
Gm8909,1.9847003893853126
Tgfb1,1.9847003893853126
Cr2,1.727544673113082
Ccr2,1.9847003893853126
Havcr2,1.727544673113082
H2-M10.2,1.9847003893853126
Tap2,1.9847003893853126
Arid5a,1.9847003893853126
Pagr1a,1.9847003893853126
H2-M5,1.9847003893853126
Arg1,1.9847003893853126
Stat6,1.9847003893853126
Ager,1.4703889568408515
Tnf,1.9847003893853126
Lta,1.9847003893853126
Kmt5c,1.9847003893853126
Bcl6,1.4703889568408515
Ppp3cb,1.213233240568621
H2-Bl,1.9847003893853126
Ahr,1.213233240568621
Hspd1,1.9847003893853126
Nlrp10,0.9560775242963904
Slc11a1,0.9560775242963904
Exosc6,1.9847003893853126
Il27ra,1.727544673113082
Thoc1,1.213233240568621
Ifnb1,1.213233240568621
Ifng,1.9847003893853126
Socs5,1.4703889568408515
Cd226,1.9847003893853126
Il18,1.9847003893853126
Zc3h12a,1.213233240568621
Ptpn6,1.727544673113082
Prkcz,1.9847003893853126
Supt6,1.213233240568621
Kmt5b,1.9847003893853126
Irf1,1.4703889568408515
Il7r,1.4703889568408515
Il6,1.9847003893853126
Il4,1.9847003893853126
Shld2,1.9847003893853126
Rsad2,1.9847003893853126
Ndfip1,1.213233240568621
Aplf,1.213233240568621
Zp3r,1.727544673113082
Tnfrsf13c,0.9560775242963904
Dennd1b,1.9847003893853126
Gm7030,1.9847003893853126
Il23a,1.9847003893853126
